model,term,coef,std_error,p_value,odds_ratio,or_ci_low,or_ci_high
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.PE]",-0.035953465202186154,0.11405727838185464,0.7525924252377223,0.9646851838686178,0.771435955948336,1.2063444759087083
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.PI]",-0.1173210906385617,0.19725327237643486,0.5519946414426791,0.8892996015385357,0.6041514301333545,1.3090323747508683
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.PR]",0.08445788363469563,0.09331552580502382,0.36542375872509836,1.0881270153120626,0.906252616049989,1.3065014991213302
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.RJ]",-0.030928123252866348,0.07531370463788362,0.6813238350097036,0.9695452583309889,0.8364903691547736,1.123764292590648
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.RN]",0.1327944497175091,0.1501146316418052,0.37636145697370493,1.1420152326499646,0.8509305004391207,1.5326736918367883
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.RO]",-0.19848034799688355,0.21499855110085145,0.35591829151882026,0.8199758847507106,0.5380145014138124,1.2497069313296565
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.RR]",0.5929851073635205,0.29907703046673395,0.04739905155911433,1.8093815600534804,1.006828104979192,3.2516589611185176
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.RS]",-0.04529958966772421,0.09279316583140382,0.625423708406484,0.9557111177631725,0.796784637846498,1.1463370366737637
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.SC]",-0.11636121340022476,0.13101139213461385,0.37444592564674906,0.8901536297996865,0.6885696365282521,1.1507528688611384
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.SE]",0.23742879495511204,0.2022780273073456,0.24048535136794336,1.267984706668246,0.8529717474525288,1.8849220049155693
contract_logit_ever_delinquent,"C(uf, Treatment(reference=""SP""))[T.TO]",-0.3517965182127132,0.21031485061179733,0.0943836837759405,0.7034232412331112,0.46579667918675693,1.0622751909068646
contract_logit_ever_delinquent,score_100,-0.11230054849095643,0.02557630243194403,1.1293194959869312e-05,0.8937755942231109,0.8500762903985852,0.9397213189586971
contract_logit_ever_delinquent,ltv_10pp,0.2096260067013344,0.09005057523480207,0.01991902293715485,1.2332167588967382,1.0336850361241552,1.4712639936495227
contract_logit_ever_delinquent,tx_juros_anual,0.06726821382488267,0.024501201098410932,0.006041751836827298,1.0695823164700098,1.0194331546588664,1.1221984751792498
contract_logit_ever_delinquent,prazo_5anos,0.0052160336866088185,0.015436316175544756,0.735433545848244,1.0052296608733047,0.9752722754753624,1.0361072456478193
contract_logit_ever_delinquent,log_vr_financiado,-0.11876761099914289,0.08048000055627305,0.14001351995201605,0.8880141415044531,0.7584294374699883,1.0397395941571628
